model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 2 Series,2019,Semi-Auto,5869,Diesel,150,51.4,2,22480
 1 Series,2019,Manual,7287,Diesel,150,72.4,1.5,17780
 5 Series,2019,Semi-Auto,8257,Petrol,150,50.4,2,26380
 X3,2015,Semi-Auto,51451,Diesel,200,47.1,3,19795
 5 Series,2017,Automatic,26946,Diesel,145,65.7,2,21720
 3 Series,2013,Manual,78650,Petrol,125,53.3,1.6,7550
 3 Series,2016,Automatic,25666,Diesel,160,51.4,3,19367
 X1,2016,Automatic,18604,Diesel,145,55.4,2,18990
 1 Series,2014,Automatic,26423,Diesel,30,64.2,2,10970
 4 Series,2018,Automatic,40553,Petrol,145,41.5,3,21470
 5 Series,2020,Semi-Auto,1500,Hybrid,135,156.9,2,33980
 4 Series,2016,Semi-Auto,34171,Diesel,145,55.4,3,19880
 4 Series,2018,Semi-Auto,19447,Diesel,145,65.7,2,21064
 3 Series,2016,Semi-Auto,16000,Diesel,30,67.3,2,15980
 2 Series,2020,Semi-Auto,1500,Petrol,145,42.2,1.5,30980
 2 Series,2019,Automatic,2869,Diesel,145,49.6,2,22980
 X1,2019,Automatic,105,Petrol,145,40.9,1.5,27980
 1 Series,2019,Manual,4729,Petrol,145,41.5,1.5,23440
 3 Series,2019,Automatic,4869,Diesel,145,50.4,2,31980
 5 Series,2019,Automatic,4859,Petrol,145,29.1,3,39480
 1 Series,2020,Semi-Auto,1500,Petrol,145,40.4,1.5,23980
 1 Series,2020,Semi-Auto,1500,Petrol,145,34.5,2,30440
 1 Series,2020,Semi-Auto,1500,Petrol,145,34.5,2,30440
 4 Series,2018,Semi-Auto,1998,Diesel,145,60.1,2,22470
 5 Series,2017,Automatic,21687,Diesel,145,53.3,3,22980
 4 Series,2018,Semi-Auto,11403,Petrol,145,48.7,2,20980
 4 Series,2016,Semi-Auto,15422,Diesel,30,65.7,2,18860
 3 Series,2016,Semi-Auto,27621,Diesel,145,56.5,3,18656
 3 Series,2016,Semi-Auto,36137,Diesel,145,53.3,3,20584
 1 Series,2015,Manual,43424,Diesel,20,72.4,1.5,11180
 3 Series,2020,Semi-Auto,6250,Diesel,145,47.9,3,34993
 5 Series,2015,Semi-Auto,31309,Diesel,30,62.8,2,15995
 4 Series,2016,Semi-Auto,31663,Diesel,160,51.4,3,22431
 X1,2016,Semi-Auto,19829,Diesel,125,57.6,2,19480
 3 Series,2019,Semi-Auto,9354,Petrol,145,45.6,2,25780
 5 Series,2019,Semi-Auto,7609,Diesel,145,65.7,2,26380
 X5,2019,Semi-Auto,12173,Diesel,145,33.6,3,56980
 1 Series,2018,Semi-Auto,24866,Petrol,150,32.5,3,22761
 X5,2019,Semi-Auto,9029,Diesel,145,33.6,3,56980
 2 Series,2018,Semi-Auto,21204,Petrol,145,40.9,1.5,16780
 4 Series,2019,Semi-Auto,4278,Diesel,150,52.3,3,26990
 X1,2019,Semi-Auto,8989,Diesel,150,60.1,2,25990
 2 Series,2019,Manual,8615,Diesel,150,60.1,2,24490
 X4,2019,Semi-Auto,8454,Diesel,150,42.8,2,36990
 M5,2019,Semi-Auto,5000,Petrol,150,26.9,4.4,63980
 2 Series,2017,Semi-Auto,25435,Petrol,200,39.8,3,21000
 3 Series,2016,Automatic,24081,Diesel,145,54.3,3,16886
 1 Series,2016,Automatic,20581,Petrol,200,39.8,3,18866
 X4,2019,Semi-Auto,2316,Diesel,145,42.8,2,38182
 3 Series,2018,Automatic,21045,Diesel,145,62.8,2,21512
 M4,2016,Semi-Auto,23765,Petrol,300,34,3,34932
 1 Series,2014,Semi-Auto,11463,Petrol,125,50.4,1.6,12222
 3 Series,2017,Semi-Auto,68299,Diesel,150,62.8,2,15652
 5 Series,2018,Semi-Auto,50628,Diesel,150,60.1,2,22601
 3 Series,2015,Manual,30441,Diesel,30,64.2,2,13990
 4 Series,2019,Semi-Auto,2403,Diesel,145,60.1,2,32990
 X1,2017,Manual,29575,Diesel,145,58.9,2,17370
 X4,2015,Manual,53197,Diesel,160,52.3,2,18390
 3 Series,2015,Automatic,60803,Diesel,30,67.3,2,11560
 3 Series,2018,Automatic,23494,Diesel,145,57.6,2,19990
 3 Series,2018,Semi-Auto,16219,Diesel,145,64.2,2,21232
 X1,2019,Semi-Auto,7137,Diesel,145,65.7,2,26190
 X3,2015,Manual,33269,Diesel,160,52.3,2,18192
 7 Series,2017,Semi-Auto,15405,Diesel,145,54.3,3,30972
 X2,2019,Semi-Auto,6521,Petrol,145,39.2,2,25980
 X5,2016,Automatic,54425,Diesel,200,47.9,3,21986
 X4,2019,Automatic,9095,Diesel,145,37.2,3,41376
 X7,2019,Automatic,2567,Petrol,145,24.8,3,69146
 X3,2019,Semi-Auto,6881,Diesel,145,36.7,3,42836
 X4,2019,Semi-Auto,4832,Diesel,145,42.8,2,35694
 X1,2017,Semi-Auto,13217,Petrol,145,44.8,2,22052
 4 Series,2017,Semi-Auto,22100,Diesel,150,65.7,2,19961
 4 Series,2019,Semi-Auto,7038,Diesel,150,52.3,3,26592
 X5,2019,Semi-Auto,6927,Diesel,150,37.7,3,49991
 1 Series,2015,Manual,23320,Diesel,20,70.6,2,13111
 2 Series,2016,Semi-Auto,26182,Petrol,260,37.2,3,21211
 3 Series,2017,Semi-Auto,27225,Diesel,30,62.8,2,19702
 5 Series,2017,Semi-Auto,11817,Diesel,145,51.4,3,33122
 X3,2017,Semi-Auto,14557,Diesel,145,47.9,3,28562
 X6,2019,Semi-Auto,2137,Diesel,145,34.9,3,59990
 X2,2019,Semi-Auto,4137,Petrol,145,39.2,2,29990
 2 Series,2019,Automatic,3339,Diesel,145,49.6,2,25490
 3 Series,2016,Semi-Auto,9020,Diesel,30,65.7,2,18212
 3 Series,2015,Automatic,31238,Diesel,145,55.4,2,16276
 X2,2020,Automatic,2137,Petrol,145,34,2,34990
 5 Series,2020,Semi-Auto,2137,Diesel,145,60.1,3,42990
 X1,2016,Semi-Auto,41455,Diesel,125,57.6,2,19682
 X3,2020,Semi-Auto,2137,Hybrid,135,5.5,2,54990
 3 Series,2013,Manual,73428,Diesel,20,68.9,2,8492
 5 Series,2019,Automatic,4562,Diesel,145,60.1,3,37540
 X2,2019,Automatic,3760,Petrol,145,36.2,2,29970
 1 Series,2019,Automatic,8388,Diesel,145,48.7,2,29680
 X2,2019,Automatic,4804,Petrol,145,34,2,31980
 5 Series,2019,Semi-Auto,1499,Petrol,145,47.9,2,29140
 4 Series,2019,Semi-Auto,6427,Petrol,145,44.8,2,33230
 2 Series,2019,Semi-Auto,4348,Diesel,145,49.6,2,24110
 3 Series,2019,Automatic,10984,Diesel,145,49.6,2,32550
 3 Series,2017,Semi-Auto,31144,Diesel,145,62.8,2,19082
 2 Series,2019,Automatic,15462,Diesel,145,67.3,2,20896
 X7,2019,Semi-Auto,2137,Diesel,145,33.6,3,62990
 1 Series,2019,Semi-Auto,10000,Petrol,145,54.3,1.5,18840
 X5,2019,Semi-Auto,1438,Diesel,145,37.7,3,46440
 3 Series,2019,Semi-Auto,7821,Diesel,145,53.3,2,25940
 X6,2020,Semi-Auto,3200,Diesel,145,34.9,3,52990
 5 Series,2019,Automatic,105,Petrol,145,50.4,2,26980
 3 Series,2019,Semi-Auto,1581,Petrol,145,34.9,3,37940
 X2,2020,Automatic,2182,Petrol,145,34,2,33940
 2 Series,2019,Automatic,8719,Diesel,145,52.3,2,20480
 3 Series,2019,Semi-Auto,12327,Diesel,145,48.7,2,26998
 5 Series,2018,Semi-Auto,31649,Diesel,145,45.6,2,23998
 3 Series,2018,Manual,13759,Petrol,150,52.3,1.5,15901
 X5,2017,Automatic,25288,Diesel,145,50.4,2,26822
 X1,2017,Semi-Auto,25917,Diesel,125,57.6,2,19912
 1 Series,2019,Semi-Auto,6742,Diesel,145,65.7,2,21116
 X1,2014,Automatic,28375,Diesel,160,52.3,2,12702
 X3,2014,Semi-Auto,69382,Diesel,145,54.3,2,15112
 X4,2019,Semi-Auto,509,Diesel,145,42.8,2,35109
 X5,2016,Automatic,69798,Diesel,200,47.1,3,28172
 X1,2016,Semi-Auto,20761,Diesel,125,60.1,2,19391
 2 Series,2017,Manual,13357,Diesel,20,74.3,1.5,16172
 2 Series,2020,Semi-Auto,10,Petrol,150,39.2,1.5,23990
 X2,2020,Semi-Auto,1,Diesel,145,52.3,2,24490
 1 Series,2019,Manual,10624,Diesel,145,65.7,2,18498
 3 Series,2019,Manual,12824,Diesel,150,67.3,2,16698
 X3,2018,Semi-Auto,16202,Petrol,145,34.5,3,34990
 3 Series,2019,Semi-Auto,5441,Petrol,145,41.5,2,28980
 3 Series,2019,Automatic,4404,Diesel,145,50.4,2,30690
 5 Series,2018,Semi-Auto,16530,Diesel,145,68.9,2,22912
 1 Series,2018,Semi-Auto,19959,Petrol,145,39.8,3,23052
 4 Series,2019,Semi-Auto,14137,Diesel,145,49.6,3,29540
 3 Series,2019,Automatic,4137,Petrol,145,39.8,2,36740
 X1,2016,Semi-Auto,18326,Diesel,125,57.6,2,19752
 X5,2019,Automatic,8143,Diesel,145,37.7,3,54550
 1 Series,2019,Semi-Auto,16406,Diesel,150,67.3,2,19798
 3 Series,2019,Semi-Auto,20175,Diesel,145,60.1,2,22998
 5 Series,2014,Semi-Auto,28500,Diesel,160,51.4,3,15995
 X1,2015,Semi-Auto,46216,Diesel,125,57.6,2,16250
 4 Series,2016,Semi-Auto,12531,Petrol,145,48.7,2,20681
 2 Series,2017,Semi-Auto,29150,Petrol,200,39.8,3,21862
 1 Series,2017,Semi-Auto,39681,Petrol,200,39.8,3,19761
 X1,2016,Semi-Auto,32603,Diesel,125,60.1,2,19572
 X2,2018,Semi-Auto,12652,Diesel,145,58.9,2,32012
 3 Series,2017,Semi-Auto,51983,Diesel,145,62.8,2,17701
 4 Series,2015,Manual,21324,Petrol,200,39.8,2,15331
 X5,2016,Semi-Auto,46180,Petrol,570,25.4,4.4,41211
 X1,2016,Semi-Auto,16755,Diesel,145,55.4,2,18761
 X5,2016,Automatic,57501,Hybrid,0,85.6,2,27852
 1 Series,2019,Manual,15598,Diesel,150,72.4,1.5,14498
 1 Series,2014,Manual,80664,Diesel,30,64.2,2,8310
 1 Series,2017,Manual,25763,Petrol,145,46.3,2,15490
 3 Series,2014,Automatic,60015,Diesel,30,62.8,2,11180
 X3,2015,Semi-Auto,41312,Diesel,145,54.3,2,19370
 X1,2016,Automatic,13090,Petrol,160,44.8,2,19158
 X5,2015,Automatic,42966,Diesel,200,47.1,3,24250
 X5,2016,Automatic,47814,Diesel,240,42.8,3,31990
 1 Series,2019,Semi-Auto,748,Diesel,150,70.6,2,18499
 3 Series,2016,Semi-Auto,33475,Diesel,30,64.2,2,17980
 X2,2020,Semi-Auto,1500,Diesel,145,61.4,2,26780
 2 Series,2019,Manual,6225,Petrol,145,52.3,1.5,18880
 X3,2019,Semi-Auto,7281,Diesel,145,54.3,2,31780
 1 Series,2019,Manual,8159,Diesel,145,70.6,1.5,17980
 3 Series,2019,Semi-Auto,4376,Petrol,145,42.2,2,27440
 5 Series,2019,Semi-Auto,7079,Diesel,145,65.7,2,26850
 2 Series,2019,Manual,6311,Petrol,145,42.8,1.5,18950
 3 Series,2019,Semi-Auto,1489,Petrol,145,47.9,2,23980
 3 Series,2019,Semi-Auto,9522,Diesel,145,62.8,2,24450
 4 Series,2017,Semi-Auto,26289,Petrol,145,48.7,2,19000
 1 Series,2017,Automatic,4237,Petrol,145,54.3,1.5,18390
 3 Series,2016,Semi-Auto,23106,Hybrid,0,134.5,2,17998
 X2,2020,Semi-Auto,5,Petrol,145,42.8,1.5,29990
 M4,2020,Semi-Auto,6,Petrol,145,34,3,45990
 X3,2015,Semi-Auto,53700,Diesel,145,54.3,2,19990
 2 Series,2018,Semi-Auto,99,Petrol,145,38.2,3,31990
 X1,2019,Manual,2953,Petrol,145,51.4,1.5,23980
 1 Series,2016,Semi-Auto,46327,Diesel,0,78.5,1.5,11499
 1 Series,2017,Manual,32082,Diesel,145,70.6,1.5,14999
 3 Series,2015,Automatic,90018,Diesel,20,70.6,2,10999
 1 Series,2018,Manual,45228,Diesel,145,72.4,1.5,12291
 1 Series,2016,Semi-Auto,18095,Diesel,30,65.7,2,14830
 1 Series,2016,Manual,27759,Diesel,30,65.7,2,12760
 1 Series,2013,Manual,73919,Diesel,30,65.7,2,7131
 4 Series,2019,Semi-Auto,5866,Diesel,145,65.7,2,24975
 5 Series,2019,Semi-Auto,3623,Diesel,145,65.7,2,26350
 1 Series,2016,Manual,17550,Petrol,30,56.5,1.5,12475
 1 Series,2019,Semi-Auto,5939,Petrol,145,40.4,1.5,23780
 3 Series,2019,Manual,4850,Diesel,145,64.2,2,24990
 2 Series,2019,Semi-Auto,10086,Petrol,145,47.9,2,21945
 X1,2013,Manual,33584,Diesel,165,51.4,2,12490
 3 Series,2016,Manual,33201,Petrol,150,48.7,2,14990
 X1,2016,Semi-Auto,38565,Diesel,145,55.4,2,17998
 2 Series,2018,Semi-Auto,18970,Petrol,145,51.4,1.5,17498
 5 Series,2015,Semi-Auto,31322,Diesel,145,53.3,3,16998
 3 Series,2015,Semi-Auto,22867,Diesel,145,56.5,3,16298
 3 Series,2019,Semi-Auto,14897,Diesel,145,52.3,2,24498
 2 Series,2020,Semi-Auto,11,Petrol,145,50.4,1.5,21890
 2 Series,2020,Manual,10,Petrol,145,47.1,1.5,22980
 4 Series,2020,Semi-Auto,5,Diesel,145,65.7,2,26990
 6 Series,2020,Semi-Auto,6,Diesel,145,53.3,3,36850
 5 Series,2020,Semi-Auto,13,Petrol,145,50.4,2,26990
 1 Series,2016,Manual,22700,Diesel,20,72.4,1.5,12990
 1 Series,2016,Semi-Auto,25843,Petrol,30,55.5,1.5,12990
 1 Series,2016,Semi-Auto,32233,Petrol,200,39.8,3,19290
 2 Series,2019,Manual,1500,Petrol,145,42.8,1.5,23480
 5 Series,2019,Semi-Auto,1500,Petrol,145,50.4,2,29980
 4 Series,2019,Semi-Auto,2649,Petrol,145,41.5,3,30980
 3 Series,2019,Semi-Auto,4460,Petrol,145,40.9,2,31450
 3 Series,2019,Manual,4293,Diesel,145,64.2,2,24990
 3 Series,2019,Manual,5996,Diesel,145,67.3,2,23990
 3 Series,2019,Semi-Auto,4250,Diesel,145,53.3,2,29450
 5 Series,2019,Semi-Auto,15,Petrol,145,48.7,2,31875
 4 Series,2019,Semi-Auto,14,Petrol,145,45.6,2,23980
 3 Series,2017,Semi-Auto,28589,Diesel,145,62.8,2,17990
 4 Series,2019,Semi-Auto,1737,Diesel,145,53.3,3,29980
 3 Series,2020,Manual,18,Diesel,145,56.5,2,23990
 3 Series,2019,Semi-Auto,7350,Diesel,145,48.7,2,28450
 5 Series,2019,Semi-Auto,3753,Diesel,145,65.7,2,26350
 5 Series,2019,Semi-Auto,7106,Diesel,145,65.7,2,26350
 X1,2019,Semi-Auto,5269,Petrol,145,40.9,1.5,25450
 4 Series,2016,Manual,33805,Diesel,30,62.8,2,15957
 1 Series,2018,Manual,12102,Petrol,145,37.7,1.5,15224
 3 Series,2019,Manual,2323,Diesel,145,54.3,2,24450
 3 Series,2019,Manual,3340,Diesel,145,54.3,2,24450
 5 Series,2020,Semi-Auto,13,Hybrid,145,44.8,2,36850
 X4,2019,Semi-Auto,10797,Diesel,145,40.4,3,37980
 M4,2019,Semi-Auto,12,Petrol,145,32.5,3,48940
 M4,2019,Semi-Auto,12,Petrol,145,34,3,41945
 X4,2019,Semi-Auto,13142,Diesel,145,42.8,2,35480
 5 Series,2019,Semi-Auto,5325,Diesel,145,60.1,2,29450
 3 Series,2019,Semi-Auto,8235,Diesel,145,48.7,2,29990
 3 Series,2019,Semi-Auto,8349,Petrol,145,43.5,2,28450
 4 Series,2019,Semi-Auto,5022,Diesel,145,65.7,2,24975
 4 Series,2019,Semi-Auto,11736,Diesel,145,65.7,2,24975
 5 Series,2020,Semi-Auto,10,Petrol,145,50.4,2,31990
 5 Series,2020,Semi-Auto,9,Hybrid,145,47.9,2,32850
 Z4,2020,Semi-Auto,5,Petrol,145,37.2,2,35850
 Z4,2020,Semi-Auto,5,Petrol,145,38.7,2,33450
 3 Series,2020,Manual,5,Diesel,145,56.5,2,24490
 2 Series,2020,Manual,12,Diesel,145,60.1,2,22990
 3 Series,2020,Semi-Auto,9,Petrol,145,34.9,3,41990
 X1,2019,Manual,3730,Petrol,145,49.6,1.5,24980
 X1,2019,Semi-Auto,3740,Petrol,145,44.8,2,28790
 2 Series,2019,Semi-Auto,8377,Petrol,145,47.9,2,21945
 4 Series,2019,Semi-Auto,11,Petrol,145,48.7,2,24740
 5 Series,2015,Semi-Auto,34250,Diesel,30,62.8,2,16990
 1 Series,2020,Semi-Auto,5000,Petrol,145,42.8,1.5,24980
 4 Series,2016,Manual,17309,Diesel,30,62.8,2,16730
 1 Series,2014,Manual,30000,Petrol,305,35.3,3,15965
 4 Series,2015,Semi-Auto,40500,Diesel,150,55.4,3,17465
 2 Series,2018,Automatic,13077,Petrol,145,47.9,2,19240
 X1,2017,Manual,55426,Diesel,125,58.9,2,15300
 3 Series,2018,Semi-Auto,29751,Diesel,145,60.1,2,18650
 X1,2013,Manual,67932,Diesel,165,51.4,2,8562
 4 Series,2014,Semi-Auto,15056,Petrol,160,44.8,2,14999
 1 Series,2017,Manual,23552,Diesel,145,72.4,1.5,14780
 M4,2019,Semi-Auto,24,Petrol,145,34,3,45475
 3 Series,2019,Semi-Auto,4568,Petrol,145,41.5,2,31450
 1 Series,2019,Semi-Auto,12345,Diesel,145,74.3,2,16950
 3 Series,2019,Semi-Auto,12647,Diesel,145,52.3,2,25750
 3 Series,2019,Semi-Auto,10568,Diesel,145,52.3,2,25750
 X5,2019,Semi-Auto,7246,Diesel,145,37.7,3,46950
 1 Series,2017,Semi-Auto,14193,Petrol,145,54.3,1.5,18480
 5 Series,2019,Semi-Auto,5453,Diesel,145,65.7,2,26350
 2 Series,2020,Manual,10,Diesel,145,64.2,2,22450
 3 Series,2020,Semi-Auto,12,Diesel,145,49.6,2,29990
 3 Series,2020,Semi-Auto,15,Petrol,145,42.2,2,23850
 Z4,2020,Semi-Auto,5,Petrol,145,38.2,2,28990
 4 Series,2020,Semi-Auto,11,Diesel,145,47.9,3,37450
 Z4,2020,Semi-Auto,10,Petrol,145,38.7,2,30990
 Z4,2020,Semi-Auto,12,Petrol,145,38.7,2,30990
 3 Series,2017,Semi-Auto,11700,Diesel,145,64.2,2,19895
 3 Series,2019,Semi-Auto,4063,Diesel,145,62.8,2,23980
 3 Series,2019,Manual,10,Diesel,145,54.3,2,29990
 2 Series,2019,Semi-Auto,1850,Petrol,145,50.4,1.5,21480
 M2,2019,Semi-Auto,100,Petrol,145,29.1,3,47980
 4 Series,2019,Semi-Auto,4020,Diesel,145,60.1,2,22480
 2 Series,2019,Semi-Auto,4691,Diesel,145,47.1,2,20980
 5 Series,2019,Semi-Auto,5471,Petrol,145,48.7,2,28990
 5 Series,2019,Semi-Auto,4669,Diesel,145,60.1,3,31880
 3 Series,2019,Semi-Auto,4682,Petrol,145,40.9,2,31450
 2 Series,2019,Manual,10,Diesel,145,60.1,2,23975
 2 Series,2019,Semi-Auto,9,Diesel,145,62.8,2,23940
 5 Series,2019,Semi-Auto,12,Petrol,145,48.7,2,31875
 2 Series,2017,Semi-Auto,14612,Diesel,145,55.4,2,19480
 1 Series,2016,Semi-Auto,5796,Petrol,125,54.3,1.5,16280
 4 Series,2019,Semi-Auto,500,Diesel,145,65.7,2,26950
 3 Series,2017,Semi-Auto,13350,Petrol,145,51.4,2,17980
 X2,2019,Semi-Auto,500,Diesel,145,58.9,2,44980
 4 Series,2019,Semi-Auto,11,Diesel,145,58.9,2,25990
 3 Series,2019,Manual,4229,Diesel,145,64.2,2,24990
 X1,2017,Semi-Auto,17961,Petrol,165,44.8,2,21250
 2 Series,2017,Semi-Auto,29484,Petrol,145,39.8,3,21000
 X3,2019,Semi-Auto,6981,Petrol,145,30.4,2,31000
 4 Series,2019,Semi-Auto,8592,Diesel,145,65.7,2,25000
 3 Series,2019,Semi-Auto,30243,Petrol,145,48.7,2,20900
 X3,2018,Semi-Auto,71587,Diesel,145,54.3,2,30000
 1 Series,2016,Manual,35447,Diesel,20,68.9,2,11250
 5 Series,2014,Semi-Auto,72000,Diesel,125,57.6,2,12891
 4 Series,2017,Semi-Auto,37847,Diesel,150,65.7,2,15991
 2 Series,2016,Automatic,23594,Hybrid,0,141.2,1.5,16195
 X1,2016,Semi-Auto,39004,Petrol,160,44.8,2,17980
 4 Series,2018,Manual,11455,Petrol,150,46.3,2,20991
 6 Series,2014,Semi-Auto,45012,Diesel,165,49.6,3,17791
 1 Series,2015,Manual,40560,Diesel,125,57.6,2,11711
 7 Series,2016,Semi-Auto,23600,Petrol,200,41.5,3,23995
 4 Series,2016,Manual,34236,Petrol,160,46.3,2,15650
 1 Series,2017,Manual,9243,Petrol,145,52.3,1.5,14397
 1 Series,2017,Manual,29116,Diesel,145,83.1,1.5,11650
 1 Series,2017,Manual,17357,Diesel,20,70.6,1.5,14420
 4 Series,2018,Semi-Auto,10146,Diesel,145,65.7,2,21980
 7 Series,2019,Semi-Auto,7606,Diesel,145,44.8,3,50980
 X1,2019,Semi-Auto,4928,Diesel,145,60.1,2,25745
 4 Series,2020,Semi-Auto,10,Petrol,145,41.5,3,32950
 4 Series,2020,Semi-Auto,10,Petrol,145,45.6,2,27950
 4 Series,2020,Manual,10,Diesel,145,62.8,2,27950
 4 Series,2020,Semi-Auto,10,Petrol,145,48.7,2,26950
 1 Series,2016,Manual,15445,Petrol,125,52.3,1.5,13984
 5 Series,2016,Automatic,52889,Diesel,30,62.8,2,14280
 3 Series,2016,Manual,19800,Petrol,125,52.3,1.5,12600
 3 Series,2015,Manual,62354,Diesel,125,58.9,2,13391
 X3,2017,Semi-Auto,17205,Diesel,150,54.3,2,23991
 3 Series,2015,Manual,55700,Diesel,125,60.1,2,11491
 X5,2019,Semi-Auto,5209,Diesel,145,37.7,3,47480
 5 Series,2015,Semi-Auto,80582,Diesel,30,62.8,2,12393
 i3,2016,Automatic,8421,Hybrid,0,470.8,0,19490
 2 Series,2015,Semi-Auto,55001,Diesel,20,68.9,2,13521
 1 Series,2017,Manual,13472,Diesel,145,65.7,2,14995
 3 Series,2018,Semi-Auto,32723,Petrol,150,48.7,2,19498
 4 Series,2018,Semi-Auto,8781,Diesel,145,55.4,3,23798
 2 Series,2019,Manual,4500,Petrol,150,52.3,1.5,19741
 1 Series,2017,Manual,12000,Petrol,150,36.2,3,20491
 1 Series,2016,Semi-Auto,16279,Petrol,240,37.7,3,18991
 1 Series,2015,Manual,35000,Diesel,30,65.7,2,13091
 1 Series,2018,Semi-Auto,28542,Diesel,150,48.7,1.5,14491
 X1,2018,Semi-Auto,27713,Diesel,150,60.1,2,21991
 7 Series,2014,Semi-Auto,60697,Diesel,160,50.4,3,14798
 3 Series,2016,Semi-Auto,22489,Hybrid,0,148.7,2,16498
 3 Series,2015,Semi-Auto,59936,Diesel,125,58.9,2,13798
 1 Series,2016,Semi-Auto,38094,Diesel,30,65.7,2,14195
 4 Series,2020,Semi-Auto,101,Petrol,145,39.2,3,42194
 5 Series,2016,Semi-Auto,31570,Diesel,30,62.8,2,17330
 1 Series,2016,Manual,26625,Petrol,125,53.3,1.5,13250
 2 Series,2016,Semi-Auto,32746,Petrol,265,37.2,3,17699
 4 Series,2020,Semi-Auto,101,Diesel,145,58.9,2,36902
 X2,2020,Semi-Auto,101,Diesel,145,50.4,2,28279
 X2,2020,Semi-Auto,101,Petrol,145,39.2,2,30413
 1 Series,2020,Semi-Auto,101,Diesel,145,48.7,2,31016
 M4,2020,Semi-Auto,101,Petrol,145,34,3,51402
 3 Series,2020,Semi-Auto,101,Diesel,145,48.7,2,35158
 3 Series,2020,Semi-Auto,101,Petrol,145,40.4,2,36402
 Z4,2020,Semi-Auto,101,Petrol,145,38.7,2,37975
 3 Series,2019,Semi-Auto,10959,Diesel,145,64.2,2,21000
 5 Series,2018,Semi-Auto,9629,Diesel,145,56.5,3,29500
 X5,2016,Automatic,59000,Diesel,200,47.1,3,26520
 3 Series,2018,Semi-Auto,32456,Diesel,145,62.8,2,19992
 2 Series,2017,Semi-Auto,36367,Petrol,200,39.8,3,21012
 2 Series,2017,Semi-Auto,24442,Petrol,145,39.8,3,21726
 1 Series,2016,Semi-Auto,31218,Diesel,20,70.6,2,13158
 5 Series,2015,Semi-Auto,54636,Diesel,125,60.1,2,15189
 1 Series,2016,Manual,42500,Diesel,20,68.9,2,12741
 3 Series,2016,Semi-Auto,13500,Hybrid,0,134.5,2,19300
 X3,2019,Semi-Auto,1266,Diesel,145,54.3,2,39991
 1 Series,2015,Manual,31900,Diesel,30,62.8,2,14644
 3 Series,2018,Semi-Auto,36646,Diesel,145,53.3,3,21560
 X3,2015,Semi-Auto,30256,Diesel,145,54.3,2,19498
 1 Series,2017,Semi-Auto,12967,Petrol,200,39.8,3,21798
 3 Series,2018,Semi-Auto,19620,Petrol,145,48.7,2,20498
 3 Series,2016,Semi-Auto,13377,Petrol,125,51.4,2,15498
 3 Series,2018,Semi-Auto,26751,Petrol,145,48.7,2,20298
 3 Series,2018,Semi-Auto,14486,Petrol,150,48.7,2,20998
 X4,2019,Semi-Auto,15118,Petrol,150,26.9,3,38000
 X5,2018,Automatic,6836,Diesel,150,47.1,3,37500
 4 Series,2016,Automatic,15788,Diesel,30,65.7,2,18000
 X5,2019,Semi-Auto,10829,Diesel,145,37.7,3,43750
 3 Series,2016,Semi-Auto,26200,Diesel,165,51.4,3,19895
 2 Series,2018,Semi-Auto,9816,Petrol,150,38.2,2,17798
 3 Series,2017,Automatic,24624,Petrol,145,51.4,2,14595
 3 Series,2019,Semi-Auto,13547,Petrol,145,42.2,2,28361
 2 Series,2019,Semi-Auto,2171,Diesel,145,64.2,2,27416
 5 Series,2017,Semi-Auto,20951,Diesel,125,60.1,2,22850
 1 Series,2017,Semi-Auto,35332,Diesel,150,60.1,2,16250
 5 Series,2019,Semi-Auto,7998,Petrol,145,50.4,2,40985
 X2,2019,Semi-Auto,3351,Petrol,145,39.2,2,29000
 2 Series,2019,Manual,2455,Diesel,145,51.4,2,21300
 X1,2019,Semi-Auto,2517,Diesel,145,36.7,2,31200
 Z4,2019,Semi-Auto,156,Petrol,145,38.7,2,34890
 X2,2019,Semi-Auto,4291,Petrol,145,34,2,33800
 2 Series,2019,Manual,1455,Diesel,145,51.4,2,21600
 3 Series,2019,Semi-Auto,2307,Diesel,145,65.7,2,25330
 3 Series,2016,Manual,57736,Petrol,145,47.9,2,14230
 X1,2019,Manual,5234,Diesel,145,68.9,2,30920
 4 Series,2018,Semi-Auto,7261,Diesel,145,60.1,2,20750
 X4,2019,Semi-Auto,10802,Diesel,145,37.2,3,38500
 7 Series,2019,Semi-Auto,101,Diesel,145,41.5,3,48782
 5 Series,2019,Semi-Auto,101,Petrol,145,50.4,2,42650
 3 Series,2016,Semi-Auto,24079,Diesel,205,49.6,3,22500
 3 Series,2015,Semi-Auto,47773,Diesel,125,58.9,2,15000
 4 Series,2019,Automatic,5758,Diesel,145,65.7,2,24250
 3 Series,2019,Automatic,12473,Diesel,145,52.3,2,24000
 X5,2019,Automatic,6601,Diesel,145,33.6,3,53500
 3 Series,2019,Automatic,2965,Diesel,145,52.3,2,27850
 3 Series,2018,Semi-Auto,27800,Petrol,145,48.7,2,22900
 4 Series,2019,Semi-Auto,12202,Petrol,145,48.7,2,25900
 5 Series,2019,Semi-Auto,101,Petrol,145,50.4,2,42650
 5 Series,2019,Semi-Auto,101,Petrol,145,50.4,2,42400
 7 Series,2019,Semi-Auto,2218,Petrol,145,33.6,3,50390
 7 Series,2019,Semi-Auto,6249,Diesel,145,42.2,3,46500
