model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 A Class,2019,Semi-Auto,14983,Diesel,145,67.3,1.5,22980
 C Class,2019,Semi-Auto,6539,Petrol,145,45.6,1.5,24980
 C Class,2019,Semi-Auto,6206,Petrol,145,45.6,1.5,25980
 GLA Class,2018,Semi-Auto,12695,Diesel,145,56.5,2.1,25480
 C Class,2019,Semi-Auto,2584,Petrol,145,44.1,2,28480
 C Class,2019,Semi-Auto,4363,Petrol,145,45.6,1.5,24980
 C Class,2019,Semi-Auto,9109,Diesel,145,57.7,2,29980
 B Class,2018,Semi-Auto,7923,Diesel,145,68.9,2.1,19480
 C Class,2019,Semi-Auto,26075,Petrol,145,44.1,1.5,28780
 SLK,2015,Semi-Auto,31023,Diesel,30,70.6,2,17480
 E Class,2015,Semi-Auto,32093,Diesel,145,54.3,3,17480
 SLK,2016,Semi-Auto,33534,Diesel,30,70.6,2,15280
 C Class,2016,Semi-Auto,25996,Diesel,30,64.2,2.1,18480
 E Class,2019,Semi-Auto,12994,Diesel,145,72.4,2,25780
 C Class,2020,Semi-Auto,16,Diesel,145,64.2,2,30480
 C Class,2020,Semi-Auto,16,Diesel,145,64.2,2,30480
 E Class,2019,Semi-Auto,6306,Diesel,145,70.6,2,34980
 A Class,2019,Semi-Auto,249,Diesel,145,56.5,2,24980
 C Class,2019,Semi-Auto,249,Diesel,145,64.2,2,30480
 C Class,2019,Semi-Auto,13,Diesel,145,64.2,2,31000
 GLE Class,2019,Semi-Auto,2010,Diesel,145,36.7,2,49980
 GLA Class,2018,Semi-Auto,10312,Diesel,145,56.5,2.1,23480
 CL Class,2017,Semi-Auto,21831,Petrol,145,40.9,2,30980
 E Class,2018,Semi-Auto,3421,Diesel,145,57.7,2,29980
 E Class,2014,Semi-Auto,31117,Diesel,125,57.7,2.1,14500
 B Class,2013,Manual,65514,Petrol,150,47.9,1.6,7491
 E Class,2016,Semi-Auto,18217,Petrol,160,45.6,2,19402
 M Class,2014,Automatic,73181,Diesel,300,39.2,3,17050
 A Class,2013,Manual,45130,Petrol,145,49.6,1.6,10090
 C Class,2018,Semi-Auto,10514,Petrol,145,46.3,1.5,22500
 CLS Class,2018,Semi-Auto,18559,Diesel,145,48.7,2.9,33000
 E Class,2018,Semi-Auto,7806,Diesel,145,51.4,3,29980
 A Class,2019,Semi-Auto,14666,Diesel,145,68.9,1.5,19250
 C Class,2018,Semi-Auto,12234,Diesel,145,57.7,2,27500
 A Class,2019,Semi-Auto,6515,Petrol,145,53.3,1.3,23880
 GLC Class,2019,Semi-Auto,9469,Diesel,145,56.5,2.1,30980
 E Class,2019,Semi-Auto,14228,Diesel,145,72.4,2,25780
 E Class,2019,Semi-Auto,14277,Diesel,145,72.4,2,24780
 GLE Class,2017,Semi-Auto,34929,Diesel,145,42.8,3,28980
 E Class,2019,Semi-Auto,6308,Diesel,145,67.3,2,24995
 A Class,2017,Semi-Auto,15734,Diesel,145,68.9,2.1,18495
 C Class,2019,Semi-Auto,9293,Petrol,145,28.5,3,39995
 GLC Class,2018,Semi-Auto,17609,Petrol,145,34,3,37900
 C Class,2020,Semi-Auto,250,Petrol,145,42.2,2,44995
 GLE Class,2020,Semi-Auto,4254,Diesel,145,32.5,2.9,56995
 C Class,2017,Automatic,33867,Diesel,150,58.9,2.1,23995
 GLC Class,2019,Semi-Auto,6563,Diesel,150,41.5,2.1,27995
 GLE Class,2020,Semi-Auto,4000,Diesel,150,32.5,2.9,59995
 E Class,2017,Semi-Auto,27442,Diesel,150,51.4,3,28995
 C Class,2017,Semi-Auto,30256,Diesel,145,64.2,2.1,16995
 SL CLASS,2020,Semi-Auto,250,Petrol,145,35.8,2,39995
 GLB Class,2020,Semi-Auto,1912,Diesel,145,44.8,2,39995
 GLE Class,2020,Semi-Auto,1500,Petrol,145,29.5,3,67495
 GLA Class,2020,Semi-Auto,250,Petrol,145,35.8,1.6,28995
 B Class,2017,Semi-Auto,27000,Diesel,145,68.9,2.1,13995
 A Class,2015,Semi-Auto,37500,Petrol,200,40.9,2,22995
 GLE Class,2020,Semi-Auto,3526,Diesel,145,32.5,2.9,59995
 CL Class,2018,Manual,11225,Petrol,145,51.4,1.6,19995
 B Class,2016,Semi-Auto,11000,Diesel,20,68.9,2.1,16495
 GLA Class,2014,Semi-Auto,38261,Diesel,145,55.4,2.1,14750
 A Class,2016,Semi-Auto,26251,Diesel,20,68.9,2.1,18995
 E Class,2017,Automatic,33729,Diesel,145,72.4,2,20291
 A Class,2016,Semi-Auto,51831,Petrol,125,53.3,1.6,11999
 C Class,2015,Semi-Auto,30380,Diesel,20,64.2,2.1,14440
 X-CLASS,2019,Automatic,8107,Diesel,260,35.8,2.3,30991
 X-CLASS,2019,Automatic,5981,Diesel,265,35.8,2.3,25491
 V Class,2019,Automatic,18266,Diesel,150,48.7,2.1,20391
 V Class,2020,Automatic,303,Diesel,150,39.8,2.1,24791
 X-CLASS,2019,Automatic,10996,Diesel,260,35.8,2.3,22995
 C Class,2019,Semi-Auto,4680,Petrol,145,45.6,1.5,26789
 GLA Class,2015,Semi-Auto,35445,Diesel,125,55.4,2.1,16395
 B Class,2017,Semi-Auto,15578,Diesel,145,68.9,2.1,16495
 GLE Class,2016,Semi-Auto,13087,Petrol,325,31.7,3,39844
 C Class,2014,Automatic,10,Diesel,20,64.2,2.1,20495
 GLA Class,2019,Semi-Auto,7489,Petrol,145,48.7,1.6,24995
 E Class,2019,Semi-Auto,14777,Diesel,145,67.3,2,25495
 V Class,2019,Semi-Auto,7415,Diesel,145,45.6,2.2,40995
 C Class,2016,Semi-Auto,33977,Petrol,260,35.3,3,29995
 C Class,2017,Semi-Auto,30807,Diesel,30,64.2,2.1,16495
 CL Class,2016,Manual,75865,Diesel,20,67.3,2.1,15498
 C Class,2016,Automatic,35620,Petrol,125,52.3,2,19170
 E Class,2016,Semi-Auto,40184,Diesel,30,65.7,2,18280
 CL Class,2015,Automatic,29980,Petrol,200,42.8,2,17707
 C Class,2016,Manual,21443,Diesel,20,70.6,1.6,14057
 A Class,2018,Manual,18570,Diesel,145,68.9,1.5,16130
 C Class,2018,Semi-Auto,13800,Diesel,145,61.4,2.1,21160
 X-CLASS,2018,Automatic,7968,Diesel,265,35.8,2.3,27950
 A Class,2016,Semi-Auto,46473,Diesel,20,74.3,1.5,15277
 CL Class,2016,Automatic,22893,Diesel,125,58.9,2.1,19470
 X-CLASS,2019,Automatic,303,Diesel,265,31.4,3,37891
 X-CLASS,2017,Automatic,44632,Diesel,265,35.8,2.3,20995
 B Class,2017,Semi-Auto,16345,Petrol,125,51.4,1.6,17480
 GLE Class,2019,Semi-Auto,3644,Diesel,145,36.7,2,49500
 GLA Class,2017,Semi-Auto,8046,Diesel,145,56.5,2.1,21980
 A Class,2019,Semi-Auto,18086,Diesel,145,65.7,1.5,18480
 C Class,2019,Semi-Auto,11395,Petrol,145,46.3,1.5,25980
 A Class,2019,Semi-Auto,10969,Diesel,145,68.9,1.5,19480
 C Class,2019,Semi-Auto,5937,Petrol,145,44.1,1.5,29000
 E Class,2018,Semi-Auto,5904,Diesel,145,61.4,2,24000
 A Class,2017,Manual,25945,Diesel,150,72.4,1.5,14295
 C Class,2019,Semi-Auto,5196,Diesel,145,57.7,2,28995
 C Class,2016,Semi-Auto,6043,Diesel,30,64.2,1.6,17998
 E Class,2015,Semi-Auto,21284,Diesel,125,61.4,2.1,15998
 CLS Class,2016,Semi-Auto,28925,Diesel,125,57.7,2.1,19998
 B Class,2019,Semi-Auto,12244,Petrol,145,45.6,1.3,20698
 GLE Class,2018,Semi-Auto,15711,Diesel,145,39.2,3,39998
 C Class,2016,Semi-Auto,13115,Hybrid,0,134.5,2,19698
 V Class,2018,Manual,15323,Diesel,150,46.3,2.1,21798
 SL CLASS,2016,Semi-Auto,26676,Diesel,30,70.6,2.1,18498
 E Class,2017,Semi-Auto,32497,Diesel,20,67.3,2,20995
 A Class,2018,Semi-Auto,14900,Petrol,145,53.3,1.3,20995
 M Class,2015,Semi-Auto,30657,Diesel,200,39.2,2.1,23995
 A Class,2018,Semi-Auto,8551,Petrol,145,53.3,1.3,20999
 E Class,2019,Semi-Auto,3900,Diesel,145,72.4,2,25999
 C Class,2019,Semi-Auto,6700,Diesel,145,56.5,2,28999
 GLC Class,2020,Semi-Auto,4999,Diesel,150,44.8,2,43995
 CL Class,2019,Semi-Auto,5896,Petrol,150,38.2,2,26795
 SL CLASS,2016,Semi-Auto,21681,Petrol,565,28,5.5,52990
 A Class,2017,Semi-Auto,14427,Petrol,145,53.3,1.6,16495
 C Class,2017,Semi-Auto,17442,Diesel,145,58.9,2.1,21495
 GLC Class,2020,Semi-Auto,3750,Petrol,145,31.7,2,42495
 SL CLASS,2019,Automatic,3500,Petrol,145,36.7,3,51995
 A Class,2020,Semi-Auto,2000,Petrol,145,40.9,2,29995
 C Class,2015,Semi-Auto,33425,Diesel,30,64.2,2.1,17495
 C Class,2019,Semi-Auto,700,Petrol,145,28,4,67495
 B Class,2017,Semi-Auto,26704,Diesel,145,68.9,2.1,13999
 V Class,2018,Manual,39292,Diesel,145,46.3,2.1,19000
 V Class,2019,Automatic,999,Diesel,145,36.7,2,47999
 V Class,2019,Automatic,999,Diesel,145,36.7,2,47999
 V Class,2019,Automatic,2753,Diesel,145,36.7,2,43990
 GLC Class,2019,Automatic,4588,Diesel,145,47.9,2,30999
 E Class,2014,Semi-Auto,33702,Diesel,145,54.3,2.1,14499
 C Class,2019,Semi-Auto,14822,Petrol,145,47.1,1.5,24999
 C Class,2019,Automatic,11574,Petrol,145,45.6,1.5,24999
 C Class,2019,Automatic,14651,Petrol,145,44.1,1.5,23499
 C Class,2019,Semi-Auto,13896,Petrol,145,46.3,1.5,25499
 C Class,2019,Automatic,5283,Diesel,145,57.7,2,29999
 X-CLASS,2019,Automatic,4000,Diesel,260,35.8,2.3,29000
 B Class,2019,Automatic,1598,Diesel,145,55.4,2,24499
 B Class,2019,Automatic,2184,Diesel,145,55.4,2,23999
 C Class,2019,Automatic,4999,Petrol,145,44.8,1.6,30500
 A Class,2019,Automatic,499,Petrol,145,53.3,1.3,26250
 A Class,2019,Automatic,1720,Petrol,145,53.3,1.3,24999
 B Class,2019,Automatic,4999,Diesel,145,55.4,2,26999
 C Class,2019,Automatic,4999,Diesel,145,64.2,2,31999
 C Class,2019,Automatic,4999,Petrol,145,46.3,1.5,30999
 C Class,2019,Automatic,4999,Diesel,145,51.4,2,32495
 GLC Class,2019,Automatic,6222,Diesel,145,44.8,2,31999
 E Class,2019,Automatic,7626,Diesel,145,45.6,2,32999
 C Class,2019,Automatic,2767,Diesel,145,55.4,2,32499
 C Class,2019,Automatic,4300,Petrol,145,30.4,3,38999
 C Class,2019,Automatic,3489,Petrol,145,44.8,1.6,28799
 B Class,2019,Automatic,1650,Diesel,145,55.4,2,23299
 C Class,2017,Semi-Auto,38471,Diesel,145,67.3,2.1,22995
 GLA Class,2018,Semi-Auto,11370,Diesel,145,56.5,2.1,20799
 GLC Class,2020,Semi-Auto,4999,Diesel,145,40.9,2,42999
 A Class,2019,Automatic,2163,Petrol,145,53.3,1.3,24999
 E Class,2016,Automatic,19027,Diesel,30,65.7,2,20995
 E Class,2013,Semi-Auto,62999,Diesel,145,55.4,2.1,9300
 A Class,2016,Manual,11633,Diesel,20,68.9,1.5,16896
 A Class,2017,Manual,29941,Diesel,30,62.8,2.1,15361
 A Class,2013,Manual,54587,Diesel,30,62.8,1.8,10241
 B Class,2017,Semi-Auto,8830,Diesel,150,68.9,1.5,15770
 GLA Class,2015,Semi-Auto,27146,Diesel,20,67.3,2.1,16000
 CL Class,2016,Semi-Auto,19996,Diesel,20,67.3,2.1,19431
 C Class,2017,Semi-Auto,20380,Diesel,30,65.7,2.1,25494
 A Class,2015,Semi-Auto,33330,Diesel,20,68.9,2.1,15500
 GLC Class,2018,Semi-Auto,19287,Diesel,145,56.5,2.1,30498
 C Class,2016,Automatic,26372,Hybrid,0,134.5,2,18998
 C Class,2017,Semi-Auto,23771,Diesel,145,64.2,2.1,18998
 C Class,2016,Manual,83786,Diesel,20,72.4,1.6,10998
 C Class,2017,Semi-Auto,48404,Hybrid,0,134.5,2,18498
 C Class,2016,Semi-Auto,86965,Hybrid,0,134.5,2,13698
 B Class,2017,Semi-Auto,35895,Petrol,150,51.4,1.6,14998
 C Class,2017,Manual,59038,Diesel,20,70.6,2.1,14698
 C Class,2016,Manual,32174,Diesel,20,70.6,2.1,13498
 C Class,2015,Semi-Auto,39195,Hybrid,0,78.5,2.1,15999
 GLA Class,2018,Automatic,11261,Diesel,145,56.5,2.1,20999
 GLC Class,2019,Semi-Auto,9889,Diesel,145,56.5,2.1,34699
 GLA Class,2019,Semi-Auto,10900,Petrol,145,36.2,1.6,24999
 A Class,2019,Semi-Auto,8118,Petrol,145,53.3,1.3,24050
 C Class,2020,Semi-Auto,4999,Petrol,145,28.8,3,41999
 GLC Class,2019,Automatic,6148,Diesel,145,40.9,2,38999
 GLC Class,2020,Semi-Auto,999,Petrol,145,32.1,2,42995
 C Class,2019,Automatic,499,Petrol,145,44.1,1.5,36999
 GLA Class,2019,Automatic,2182,Petrol,145,35.8,1.6,25990
 C Class,2017,Semi-Auto,40202,Diesel,145,60.1,2.1,17850
 C Class,2018,Semi-Auto,19650,Petrol,145,47.9,2,20990
 GLA Class,2016,Semi-Auto,21429,Diesel,125,56.5,2.1,18850
 B Class,2014,Automatic,58000,Diesel,30,60.1,1.8,10195
 CL Class,2016,Manual,56299,Diesel,20,67.3,2.1,15995
 E Class,2016,Semi-Auto,55407,Diesel,30,65.7,2,19399
 S Class,2017,Automatic,30272,Diesel,145,50.4,3,30291
 V Class,2018,Manual,21749,Diesel,145,46.3,2.1,18000
 C Class,2015,Manual,18766,Petrol,125,53.3,2,12999
 GLC Class,2017,Semi-Auto,46453,Diesel,145,56.5,2.1,25998
 GLE Class,2016,Semi-Auto,47181,Diesel,300,39.2,3,32998
 A Class,2019,Semi-Auto,16675,Diesel,145,68.9,1.5,19980
 A Class,2019,Semi-Auto,14965,Diesel,145,68.9,1.5,19250
 GLS Class,2019,Semi-Auto,9977,Diesel,145,37.2,3,47980
 GLC Class,2019,Semi-Auto,10913,Diesel,145,44.8,2,34980
 GLC Class,2019,Semi-Auto,2566,Diesel,145,44.8,2,32480
 C Class,2019,Semi-Auto,11253,Diesel,145,56.5,2,28480
 CL Class,2019,Semi-Auto,11408,Diesel,145,51.4,2.2,27480
 SL CLASS,2017,Semi-Auto,30266,Diesel,30,70.6,2.1,18250
 SLK,2015,Semi-Auto,37265,Diesel,30,70.6,2,14995
 C Class,2015,Automatic,79950,Hybrid,0,76.4,2.1,13260
 C Class,2018,Automatic,30460,Diesel,145,61.4,2.1,18450
 C Class,2015,Automatic,20720,Diesel,30,64.2,2.1,17250
 C Class,2015,Automatic,14750,Diesel,30,64.2,2.1,18610
 A Class,2014,Manual,63381,Diesel,30,62.8,1.8,9853
 C Class,2016,Semi-Auto,25250,Hybrid,0,134.5,2,18790
 E Class,2015,Semi-Auto,44000,Diesel,125,57.7,2.1,14150
 C Class,2017,Semi-Auto,27420,Diesel,145,65.7,1.6,17300
 A Class,2019,Semi-Auto,14868,Diesel,145,67.3,1.5,22980
 GLC Class,2019,Semi-Auto,10959,Diesel,145,42.2,2.1,31980
 A Class,2016,Manual,38014,Diesel,30,65.7,2.1,14980
 A Class,2018,Automatic,10412,Petrol,145,53.3,1.3,19500
 GLE Class,2017,Automatic,34915,Diesel,145,42.8,3,29500
 GLE Class,2016,Semi-Auto,48956,Diesel,260,42.8,3,27995
 C Class,2019,Automatic,6902,Petrol,145,45.6,1.5,26500
 GLC Class,2018,Automatic,12718,Diesel,145,56.5,2.1,29495
 GLA Class,2017,Automatic,17963,Diesel,145,56.5,2.1,23250
 C Class,2019,Automatic,4216,Petrol,145,44.1,2,31650
 A Class,2018,Automatic,10236,Petrol,145,53.3,1.3,20750
 C Class,2016,Automatic,15664,Petrol,125,51.4,2,21750
 C Class,2017,Automatic,4495,Petrol,145,47.1,2,27995
 C Class,2019,Semi-Auto,14006,Petrol,145,46.3,1.5,18998
 C Class,2017,Semi-Auto,46889,Hybrid,0,134.5,2,19498
 CLS Class,2015,Semi-Auto,33087,Diesel,165,51.4,3,20498
 SLK,2013,Semi-Auto,44226,Diesel,145,56.5,2,10498
 C Class,2015,Semi-Auto,29817,Diesel,30,64.2,2.1,18498
 C Class,2015,Semi-Auto,59925,Hybrid,0,134.5,2,15298
 C Class,2016,Automatic,27036,Hybrid,0,134.5,2,17400
 E Class,2018,Semi-Auto,36563,Diesel,150,72.4,2,21495
 GLA Class,2017,Semi-Auto,19204,Diesel,145,64.2,2.1,19499
 GLC Class,2019,Semi-Auto,8048,Diesel,145,56.5,2.1,34990
 C Class,2019,Semi-Auto,3218,Diesel,145,58.9,1.6,26999
 C Class,2019,Semi-Auto,11159,Diesel,145,54.3,2,30499
 C Class,2019,Automatic,7508,Diesel,145,64.2,2,25799
 C Class,2017,Semi-Auto,9198,Petrol,145,50.4,2,18999
 C Class,2019,Semi-Auto,4233,Diesel,145,64.2,2,31299
 GLA Class,2016,Semi-Auto,30142,Diesel,125,56.5,2.1,18750
 C Class,2017,Automatic,25876,Diesel,125,58.9,2.1,23295
 C Class,2019,Semi-Auto,7992,Diesel,145,57.7,2,31995
 GLC Class,2016,Semi-Auto,32000,Diesel,125,56.5,2.1,25299
 A Class,2018,Semi-Auto,9654,Petrol,145,53.3,1.3,20995
 C Class,2017,Automatic,19500,Diesel,150,58.9,2.1,24995
 GLA Class,2019,Semi-Auto,4538,Petrol,150,48.7,1.6,25995
 A Class,2019,Semi-Auto,1989,Petrol,150,45.6,2,27995
 GLA Class,2019,Semi-Auto,12493,Petrol,150,50.4,1.6,23995
 C Class,2017,Semi-Auto,14120,Diesel,20,67.3,2.1,23995
 CL Class,2015,Semi-Auto,26000,Diesel,20,62.8,2.1,15995
 GLS Class,2016,Semi-Auto,33000,Diesel,300,37.2,3,36495
 C Class,2017,Automatic,12028,Diesel,145,58.9,2.1,22495
 E Class,2019,Semi-Auto,14808,Diesel,145,67.3,2,24995
 GLE Class,2016,Semi-Auto,2933,Diesel,200,47.9,2.1,31995
 S Class,2019,Automatic,2000,Diesel,145,48.7,3,59995
 C Class,2019,Automatic,4505,Diesel,145,61.4,2,28995
 E Class,2019,Automatic,922,Diesel,145,47.1,3,45995
 S Class,2019,Automatic,100,Diesel,145,52.3,3,55995
 E Class,2019,Semi-Auto,5352,Diesel,145,67.3,2,24995
 B Class,2019,Semi-Auto,3925,Diesel,145,55.4,2,24995
 S Class,2018,Semi-Auto,2928,Petrol,145,31.7,4,89995
 C Class,2017,Semi-Auto,19750,Diesel,125,58.9,2.1,20995
 C Class,2017,Semi-Auto,24347,Petrol,145,32.8,4,46995
 GLE Class,2019,Semi-Auto,6880,Diesel,145,32.8,3,52495
 E Class,2019,Semi-Auto,750,Diesel,145,47.1,3,44995
 GLC Class,2019,Semi-Auto,4750,Diesel,145,40.9,2,39995
 C Class,2019,Semi-Auto,4500,Diesel,145,64.2,2,32995
 CL Class,2017,Automatic,11043,Petrol,145,40.9,2,33995
 GLA Class,2016,Automatic,3160,Diesel,125,56.6,2.1,21750
 CL Class,2018,Automatic,19193,Petrol,145,53.3,1.6,19695
 GLC Class,2016,Automatic,20242,Diesel,125,56.5,2.1,24500
 SLK,2015,Automatic,14125,Petrol,145,47.9,2,16995
 E Class,2017,Automatic,20737,Diesel,145,65.7,2,22750
 C Class,2017,Automatic,14776,Petrol,145,44.1,2,24750
 A Class,2017,Automatic,17726,Petrol,145,40.9,2,27750
 C Class,2018,Automatic,2077,Diesel,145,65.7,1.6,19995
 C Class,2019,Automatic,100,Petrol,145,44.1,1.5,36995
 E Class,2019,Automatic,3877,Petrol,145,33.7,2,36500
 C Class,2019,Automatic,3147,Diesel,145,61.4,2,37250
 A Class,2017,Semi-Auto,23130,Diesel,20,68.9,2.1,18995
 A Class,2017,Semi-Auto,38530,Diesel,145,68.9,2.1,15995
 GLC Class,2016,Semi-Auto,44759,Diesel,125,56.5,2.1,21995
 GLA Class,2016,Automatic,56564,Diesel,30,64.2,2.1,17995
 GLC Class,2018,Automatic,5551,Diesel,145,56.5,2.1,34995
 SL CLASS,2019,Automatic,1001,Petrol,145,47.1,2,34000
 C Class,2019,Automatic,13071,Petrol,145,46.3,1.5,19995
 C Class,2019,Semi-Auto,6805,Petrol,145,42.2,2,31799
 C Class,2019,Semi-Auto,15312,Diesel,145,61.4,2,23295
 C Class,2019,Automatic,14141,Petrol,145,46.3,1.5,23995
 V Class,2019,Semi-Auto,3337,Diesel,145,44.8,2.2,44999
 B Class,2019,Semi-Auto,14875,Petrol,145,45.6,1.3,21499
 E Class,2019,Automatic,11268,Diesel,145,72.4,2,25795
 C Class,2017,Semi-Auto,36152,Petrol,145,50.4,2,18299
 C Class,2019,Automatic,3010,Diesel,145,57.7,2,31499
 E Class,2018,Automatic,13284,Diesel,145,72.4,2,22999
 E Class,2018,Semi-Auto,999,Diesel,145,54.3,2,24950
 C Class,2017,Semi-Auto,9453,Diesel,145,64.2,2.1,19999
 E Class,2017,Semi-Auto,20000,Diesel,145,54.3,3,24299
 C Class,2017,Automatic,40355,Petrol,160,44.1,2,20799
 B Class,2019,Semi-Auto,1700,Diesel,145,55.4,2,24499
 E Class,2019,Automatic,5853,Diesel,145,45.6,2,31995
 V Class,2019,Automatic,492,Diesel,145,36.2,2,44999
 V Class,2019,Automatic,999,Diesel,145,36.7,2,46499
 E Class,2017,Semi-Auto,29900,Diesel,145,70.6,2,26995
 E Class,2017,Semi-Auto,18057,Diesel,145,67.3,2,19795
 C Class,2016,Automatic,24909,Diesel,30,64.2,1.6,16750
 A Class,2018,Automatic,12451,Diesel,145,68.9,1.5,19250
 A Class,2018,Automatic,10064,Diesel,145,65.7,1.5,18995
 C Class,2018,Automatic,4368,Petrol,145,44.1,1.5,23500
 C Class,2019,Automatic,12725,Petrol,145,45.6,1.5,26995
 A Class,2019,Automatic,3981,Petrol,145,53.3,1.3,24250
 E Class,2019,Automatic,5163,Diesel,145,42.8,2,33285
 GLA Class,2020,Semi-Auto,99,Petrol,145,37.2,1.6,25299
 GLA Class,2020,Semi-Auto,99,Petrol,145,44.8,1.6,22999
 GLA Class,2016,Semi-Auto,26554,Diesel,125,56.5,2.1,19999
 A Class,2016,Automatic,28507,Diesel,20,68.9,2.1,16500
 GLC Class,2017,Semi-Auto,38941,Diesel,145,56.5,2.1,25995
 GLC Class,2017,Automatic,25497,Diesel,150,56.5,2.1,26995
 E Class,2019,Automatic,11210,Diesel,150,72.4,2,24250
 A Class,2018,Manual,20536,Petrol,150,49.6,1.6,16750
 GLC Class,2016,Semi-Auto,25680,Diesel,125,56.5,2.1,27995
 GLC Class,2019,Semi-Auto,1367,Diesel,150,40.4,2,41995
 E Class,2018,Automatic,8396,Diesel,150,41.5,3,35995
 B Class,2019,Automatic,2001,Diesel,150,55.4,2,25995
 A Class,2018,Automatic,9805,Petrol,145,53.3,1.3,19750
 B Class,2019,Automatic,3168,Diesel,145,55.4,2,25950
 CL Class,2019,Automatic,999,Petrol,145,44.1,1.3,29299
 GLA Class,2019,Automatic,999,Petrol,145,35.8,1.6,27499
 C Class,2019,Automatic,4951,Diesel,145,64.2,2,29950
 C Class,2019,Automatic,999,Petrol,145,46.3,1.5,31799
 CLS Class,2019,Automatic,999,Diesel,145,45.6,2,38999
 C Class,2019,Automatic,999,Diesel,145,51.4,2,31999
 A Class,2019,Manual,999,Petrol,145,47.1,1.3,22799
 C Class,2019,Automatic,999,Diesel,145,64.2,2,31995
 C Class,2017,Semi-Auto,8552,Petrol,145,50.4,2,18299
 C Class,2019,Automatic,5184,Petrol,145,44.1,1.5,21749
 CL Class,2015,Semi-Auto,36273,Diesel,20,70.6,2.1,17495
 A Class,2017,Semi-Auto,31308,Petrol,125,53.3,1.6,14500
 GLA Class,2016,Manual,4942,Diesel,20,64.2,2.1,17000
 GLA Class,2018,Semi-Auto,14428,Diesel,145,56.5,2.1,21500
 A Class,2018,Automatic,6419,Diesel,145,65.7,1.5,19995
 A Class,2017,Automatic,26986,Diesel,145,74.3,1.5,17500
 GLC Class,2016,Semi-Auto,31726,Diesel,125,56.5,2.1,26000
 E Class,2018,Semi-Auto,9445,Diesel,145,72.4,2,23995
 A Class,2019,Manual,1001,Petrol,145,47.1,1.3,25495
 C Class,2017,Automatic,32688,Petrol,200,40.9,2,23999
 E Class,2019,Semi-Auto,8136,Diesel,145,72.4,2,25299
 C Class,2019,Semi-Auto,6155,Diesel,145,61.4,2,26999
 C Class,2015,Manual,42785,Diesel,20,68.9,2.1,14999
 C Class,2017,Semi-Auto,30968,Petrol,145,35.3,3,33499
 GLA Class,2015,Semi-Auto,43894,Diesel,125,55.4,2.1,17350
 C Class,2018,Automatic,15922,Diesel,145,60.1,2.1,21500
 C Class,2018,Automatic,14788,Petrol,145,46.3,1.5,24750
 E Class,2017,Automatic,8674,Diesel,145,65.7,2,24500
 E Class,2018,Semi-Auto,12313,Diesel,145,51.4,3,28750
 GLC Class,2019,Semi-Auto,12329,Diesel,145,41.5,2.1,28299
 C Class,2018,Semi-Auto,17000,Diesel,145,67.3,2.1,23299
 B Class,2018,Semi-Auto,18304,Diesel,145,68.9,2.1,16799
 GLC Class,2020,Semi-Auto,999,Diesel,145,40.9,2,41995
 C Class,2016,Semi-Auto,18998,Petrol,150,49.6,2,21995
 SL CLASS,2017,Semi-Auto,23407,Diesel,30,70.6,2.1,21250
 GLA Class,2016,Semi-Auto,41325,Diesel,125,56.5,2.1,17450
 GLC Class,2017,Semi-Auto,17987,Diesel,125,56.5,2.1,26995
 GLA Class,2015,Semi-Auto,37291,Diesel,150,55.4,2.1,17995
 A Class,2017,Manual,30000,Petrol,150,51.4,1.6,13495
 C Class,2017,Semi-Auto,32000,Diesel,30,61.4,2.1,19545
 C Class,2017,Semi-Auto,30000,Diesel,150,65.7,1.6,18750
 C Class,2017,Semi-Auto,14800,Diesel,125,58.9,2.1,20995
 C Class,2015,Manual,15000,Diesel,20,68.9,2.1,16995
 CL Class,2014,Semi-Auto,41000,Diesel,30,62.8,2.1,16401
 GLA Class,2017,Semi-Auto,18000,Petrol,145,43.5,2,19701
 E Class,2016,Semi-Auto,14123,Diesel,30,65.7,2,19701
 GLC Class,2016,Semi-Auto,34358,Diesel,125,56.5,2.1,26001
 A Class,2019,Semi-Auto,3900,Petrol,145,28.5,1.3,20001
 C Class,2018,Semi-Auto,22318,Diesel,145,67.3,2.1,22201
 C Class,2016,Automatic,25448,Petrol,125,51.4,2,16999
 GLC Class,2018,Semi-Auto,27297,Diesel,145,56.5,2.1,25980
 E Class,2016,Semi-Auto,16257,Diesel,20,72.4,2,22999
 GLA Class,2019,Semi-Auto,11229,Petrol,145,36.2,1.6,24799
 C Class,2019,Automatic,7546,Petrol,145,44.1,2,31650
 C Class,2017,Automatic,15500,Diesel,20,65.7,2.1,17750
 B Class,2019,Automatic,13866,Petrol,145,45.6,1.3,22400
 GLA Class,2016,Semi-Auto,37279,Petrol,200,43.5,2,18995
 GLA Class,2016,Semi-Auto,23143,Diesel,125,56.5,2.1,19495
 C Class,2016,Semi-Auto,17560,Petrol,145,49.6,2,19995
 E Class,2020,Semi-Auto,999,Diesel,145,41.5,3,45499
 E Class,2019,Semi-Auto,10676,Diesel,145,70.6,2,30999
 E Class,2019,Automatic,5000,Diesel,145,45.6,2,34799
 GLC Class,2019,Automatic,999,Diesel,145,44.8,2,33499
 C Class,2019,Automatic,2206,Diesel,145,61.4,2,31499
 E Class,2016,Semi-Auto,54280,Diesel,20,72.4,2,17490
 A Class,2017,Manual,25652,Diesel,30,62.8,2.1,16300
